Timestamp;TimeSeconds;PosX;PosY;PosZ
00:10,740;10,74;4,299;1,62148;-5,792
00:10,760;10,76;4,287;1,62148;-5,787
00:10,780;10,78;4,262;1,62148;-5,778
00:10,800;10,80;4,246;1,62148;-5,767
00:10,820;10,82;4,227;1,62148;-5,759
00:10,840;10,84;4,209;1,62148;-5,745
00:10,860;10,86;4,191;1,62148;-5,732
00:10,880;10,88;4,185;1,62148;-5,727
00:10,900;10,90;4,177;1,62148;-5,72
00:10,920;10,92;4,176;1,62148;-5,716
00:10,940;10,94;4,173;1,62148;-5,702
00:10,960;10,96;4,171;1,62148;-5,694
00:10,980;10,98;4,176;1,62148;-5,676
00:11,000;11,00;4,18;1,62148;-5,665
00:11,020;11,02;4,184;1,62148;-5,66
00:11,040;11,04;4,192;1,62148;-5,644
00:11,060;11,06;4,195;1,62148;-5,641
00:11,080;11,08;4,206;1,62148;-5,628
00:11,100;11,10;4,206;1,62148;-5,628
00:11,120;11,12;4,222;1,62148;-5,619
00:11,140;11,14;4,238;1,62148;-5,615
00:11,160;11,16;4,241;1,62148;-5,612
00:11,180;11,18;4,252;1,62148;-5,609
00:11,200;11,20;4,263;1,62148;-5,607
00:11,220;11,22;4,299;1,62148;-5,609
00:11,240;11,24;4,328;1,62148;-5,609
00:11,260;11,26;4,36;1,62148;-5,612
00:11,280;11,28;4,369;1,62148;-5,613
00:11,300;11,30;4,386;1,62148;-5,617
00:11,320;11,32;4,412;1,62148;-5,624
00:11,340;11,34;4,423;1,62148;-5,631
00:11,360;11,36;4,445;1,62148;-5,643
00:11,380;11,38;4,467;1,62148;-5,658
00:11,400;11,40;4,485;1,62148;-5,671
00:11,420;11,42;4,501;1,62148;-5,688
00:11,440;11,44;4,527;1,62148;-5,725
00:11,460;11,46;4,548;1,62148;-5,755
00:11,480;11,48;4,557;1,62148;-5,784
00:11,500;11,50;4,567;1,62148;-5,805
00:11,520;11,52;4,574;1,62148;-5,823
00:11,540;11,54;4,583;1,62148;-5,846
00:11,560;11,56;4,583;1,62148;-5,864
00:11,580;11,58;4,582;1,62148;-5,873
00:11,600;11,60;4,582;1,62148;-5,883
00:11,620;11,62;4,577;1,62148;-5,89
00:11,640;11,64;4,575;1,62148;-5,892
00:11,660;11,66;4,566;1,62148;-5,903
00:11,680;11,68;4,548;1,62148;-5,908
00:11,700;11,70;4,519;1,62148;-5,927
00:11,720;11,72;4,499;1,62148;-5,934
00:11,740;11,74;4,483;1,62148;-5,946
00:11,760;11,76;4,469;1,62148;-5,955
00:11,780;11,78;4,456;1,62148;-5,961
00:11,800;11,80;4,439;1,62148;-5,957
00:11,820;11,82;4,429;1,62148;-5,962
00:11,840;11,84;4,422;1,62148;-5,962
00:11,860;11,86;4,415;1,62148;-5,963
00:11,880;11,88;4,405;1,62148;-5,958
00:11,900;11,90;4,386;1,62148;-5,95
00:11,920;11,92;4,366;1,62148;-5,942
00:11,940;11,94;4,306;1,62148;-5,91
00:11,960;11,96;4,3;1,62148;-5,904
00:11,980;11,98;4,249;1,62148;-5,875
00:12,000;12,00;4,206;1,62148;-5,849
00:12,020;12,02;4,177;1,62148;-5,827
00:12,040;12,04;4,15;1,62148;-5,812
00:12,060;12,06;4,131;1,62148;-5,8
00:12,080;12,08;4,103;1,62148;-5,778
00:12,100;12,10;4,078;1,62148;-5,759
00:12,120;12,12;4,074;1,62148;-5,754
00:12,140;12,14;4,049;1,62148;-5,732
00:12,160;12,16;4,038;1,62148;-5,721
00:12,180;12,18;4,023;1,62148;-5,695
00:12,200;12,20;4,021;1,62148;-5,683
00:12,220;12,22;4,02;1,62148;-5,666
00:12,240;12,24;4,028;1,62148;-5,651
00:12,260;12,26;4,034;1,62148;-5,644
00:12,280;12,28;4,048;1,62148;-5,63
00:12,300;12,30;4,067;1,62148;-5,626
00:12,320;12,32;4,084;1,62148;-5,625
00:12,340;12,34;4,117;1,62148;-5,627
00:12,360;12,36;4,164;1,62148;-5,642
00:12,380;12,38;4,226;1,62148;-5,676
00:12,400;12,40;4,27;1,62148;-5,718
00:12,420;12,42;4,286;1,62148;-5,749
00:12,440;12,44;4,283;1,62148;-5,778
00:12,460;12,46;4,253;1,62148;-5,829
00:12,480;12,48;4,213;1,62148;-5,872
00:12,500;12,50;4,163;1,62148;-5,901
00:12,520;12,52;4,124;1,62148;-5,906
00:12,540;12,54;4,07;1,62148;-5,882
00:12,560;12,56;4,014;1,62148;-5,844
00:12,580;12,58;3,952;1,62148;-5,788
00:12,600;12,60;3,917;1,62148;-5,747
00:12,620;12,62;3,905;1,62148;-5,73
00:12,640;12,64;3,889;1,62148;-5,691
00:12,660;12,66;3,891;1,62148;-5,668
00:12,680;12,68;3,9;1,62148;-5,656
00:12,700;12,70;3,919;1,62148;-5,649
00:12,720;12,72;3,965;1,62148;-5,652
00:12,740;12,74;4,034;1,62148;-5,677
00:12,760;12,76;4,122;1,62148;-5,716
00:12,780;12,78;4,157;1,62148;-5,739
00:12,800;12,80;4,206;1,62148;-5,792
00:12,820;12,82;4,219;1,62148;-5,852
00:12,840;12,84;4,207;1,62148;-5,886
00:12,860;12,86;4,165;1,62148;-5,926
00:12,880;12,88;4,149;1,62148;-5,933
00:12,900;12,90;4,104;1,62148;-5,931
00:12,920;12,92;4,074;1,62148;-5,924
00:12,940;12,94;4,031;1,62148;-5,89
00:12,960;12,96;3,999;1,62148;-5,852
00:12,980;12,98;3,987;1,62148;-5,804
00:13,000;13,00;3,992;1,62148;-5,773
00:13,020;13,02;4,017;1,62148;-5,722
00:13,040;13,04;4,035;1,62148;-5,7
00:13,060;13,06;4,068;1,62148;-5,659
00:13,080;13,08;4,114;1,62148;-5,632
00:13,100;13,10;4,161;1,62148;-5,624
00:13,120;13,12;4,19;1,62148;-5,626
00:13,140;13,14;4,222;1,62148;-5,641
00:13,160;13,16;4,291;1,62148;-5,685
00:13,180;13,18;4,348;1,62148;-5,731
00:13,200;13,20;4,426;1,62148;-5,797
00:13,220;13,22;4,481;1,62148;-5,871
00:13,240;13,24;4,496;1,62148;-5,904
00:13,260;13,26;4,505;1,62148;-5,961
00:13,280;13,28;4,48;1,62148;-6,012
00:13,300;13,30;4,447;1,62148;-6,052
00:13,320;13,32;4,413;1,62148;-6,095
00:13,340;13,34;4,38;1,62148;-6,128
00:13,360;13,36;4,37;1,62148;-6,141
00:13,380;13,38;4,361;1,62148;-6,143
00:13,400;13,40;4,361;1,62148;-6,143
00:13,420;13,42;4,355;1,62148;-6,141
00:13,440;13,44;4,355;1,62148;-6,141
00:13,460;13,46;4,335;1,62148;-6,131
00:13,480;13,48;4,317;1,62148;-6,119
00:13,500;13,50;4,317;1,62148;-6,119
00:13,520;13,52;4,317;1,62148;-6,119
00:13,540;13,54;4,317;1,62148;-6,119
00:13,560;13,56;4,317;1,62148;-6,119
00:13,580;13,58;4,317;1,62148;-6,119
00:13,600;13,60;4,317;1,62148;-6,119
00:13,620;13,62;4,317;1,62148;-6,119
00:13,640;13,64;4,317;1,62148;-6,119
00:13,660;13,66;4,317;1,62148;-6,119
00:13,680;13,68;4,319;1,62148;-6,117
00:13,700;13,70;4,329;1,62148;-6,104
00:13,720;13,72;4,354;1,62148;-6,073
00:13,740;13,74;4,399;1,62148;-6,017
00:13,760;13,76;4,445;1,62148;-5,958
00:13,780;13,78;4,487;1,62148;-5,897
00:13,800;13,80;4,506;1,62148;-5,865
00:13,820;13,82;4,526;1,62148;-5,84
00:13,840;13,84;4,556;1,62148;-5,803
00:13,860;13,86;4,575;1,62148;-5,778
00:13,880;13,88;4,606;1,62148;-5,739
00:13,900;13,90;4,652;1,62148;-5,681
00:13,920;13,92;4,708;1,62148;-5,612
00:13,940;13,94;4,775;1,62148;-5,528
00:13,960;13,96;4,778;1,62148;-5,515
00:13,980;13,98;4,801;1,62148;-5,47
00:14,000;14,00;4,809;1,62148;-5,444
00:14,020;14,02;4,814;1,62148;-5,421
00:14,040;14,04;4,814;1,62148;-5,397
00:14,060;14,06;4,811;1,62148;-5,378
00:14,080;14,08;4,812;1,62148;-5,368
00:14,100;14,10;4,806;1,62148;-5,352
00:14,120;14,12;4,803;1,62148;-5,341
00:14,140;14,14;4,797;1,62148;-5,326
00:14,160;14,16;4,792;1,62148;-5,309
00:14,180;14,18;4,79;1,62148;-5,283
00:14,200;14,20;4,787;1,62148;-5,251
00:14,220;14,22;4,783;1,62148;-5,235
00:14,240;14,24;4,786;1,62148;-5,19
00:14,260;14,26;4,785;1,62148;-5,158
00:14,280;14,28;4,788;1,62148;-5,122
00:14,300;14,30;4,783;1,62148;-5,078
00:14,320;14,32;4,786;1,62148;-5,056
00:14,340;14,34;4,78;1,62148;-5,015
00:14,360;14,36;4,766;1,62148;-4,987
00:14,380;14,38;4,757;1,62148;-4,969
00:14,400;14,40;4,754;1,62148;-4,963
00:14,420;14,42;4,732;1,62148;-4,942
00:14,440;14,44;4,708;1,62148;-4,925
00:14,460;14,46;4,678;1,62148;-4,907
00:14,480;14,48;4,673;1,62148;-4,903
00:14,500;14,50;4,631;1,62148;-4,88
00:14,520;14,52;4,585;1,62148;-4,858
00:14,540;14,54;4,554;1,62148;-4,847
00:14,560;14,56;4,512;1,62148;-4,836
00:14,580;14,58;4,437;1,62148;-4,823
00:14,600;14,60;4,427;1,62148;-4,822
00:14,620;14,62;4,388;1,62148;-4,816
00:14,640;14,64;4,326;1,62148;-4,815
00:14,660;14,66;4,285;1,62148;-4,82
00:14,680;14,68;4,259;1,62148;-4,823
00:14,700;14,70;4,225;1,62148;-4,833
00:14,720;14,72;4,175;1,62148;-4,853
00:14,740;14,74;4,141;1,62148;-4,87
00:14,760;14,76;4,085;1,62148;-4,897
00:14,780;14,78;4,029;1,62148;-4,932
00:14,800;14,80;3,979;1,62148;-4,964
00:14,820;14,82;3,941;1,62148;-4,989
00:14,840;14,84;3,898;1,62148;-5,023
00:14,860;14,86;3,859;1,62148;-5,057
00:14,880;14,88;3,835;1,62148;-5,084
00:14,900;14,90;3,809;1,62148;-5,116
00:14,920;14,92;3,8;1,62148;-5,134
00:14,940;14,94;3,789;1,62148;-5,17
00:14,960;14,96;3,784;1,62148;-5,197
00:14,980;14,98;3,783;1,62148;-5,218
00:15,000;15,00;3,778;1,62148;-5,249
00:15,020;15,02;3,777;1,62148;-5,295
00:15,040;15,04;3,782;1,62148;-5,341
00:15,060;15,06;3,8;1,62148;-5,402
00:15,080;15,08;3,818;1,62148;-5,447
00:15,100;15,10;3,836;1,62148;-5,478
00:15,120;15,12;3,879;1,62148;-5,529
00:15,140;15,14;3,91;1,62148;-5,56
00:15,160;15,16;3,956;1,62148;-5,6
00:15,180;15,18;4,025;1,62148;-5,641
00:15,200;15,20;4,06;1,62148;-5,654
00:15,220;15,22;4,077;1,62148;-5,662
00:15,240;15,24;4,084;1,62148;-5,663
00:15,260;15,26;4,088;1,62148;-5,664
00:15,280;15,28;4,1;1,62148;-5,669
00:15,300;15,30;4,134;1,62148;-5,684
00:15,320;15,32;4,134;1,62148;-5,684
00:15,340;15,34;4,134;1,62148;-5,684
00:15,360;15,36;4,134;1,62148;-5,684
00:15,380;15,38;4,134;1,62148;-5,684
00:15,400;15,40;4,134;1,62148;-5,684
00:15,420;15,42;4,134;1,62148;-5,684
00:15,440;15,44;4,134;1,62148;-5,684
00:15,460;15,46;4,134;1,62148;-5,684
00:15,480;15,48;4,134;1,62148;-5,684
00:15,500;15,50;4,134;1,62148;-5,684
00:15,520;15,52;4,134;1,62148;-5,684
00:15,540;15,54;4,134;1,62148;-5,684
00:15,560;15,56;4,134;1,62148;-5,684
00:15,580;15,58;4,134;1,62148;-5,684
00:15,600;15,60;4,134;1,62148;-5,684
00:15,620;15,62;4,134;1,62148;-5,684
00:15,640;15,64;4,134;1,62148;-5,684
00:15,660;15,66;4,134;1,62148;-5,684
00:15,680;15,68;4,134;1,62148;-5,684
00:15,700;15,70;4,134;1,62148;-5,684
00:15,720;15,72;4,134;1,62148;-5,684
00:15,740;15,74;4,134;1,62148;-5,684
00:15,760;15,76;4,134;1,62148;-5,684
00:15,780;15,78;4,134;1,62148;-5,684
00:15,800;15,80;4,134;1,62148;-5,684
00:15,820;15,82;4,134;1,62148;-5,684
00:15,840;15,84;4,134;1,62148;-5,684
00:15,860;15,86;4,134;1,62148;-5,684
00:15,880;15,88;4,134;1,62148;-5,684
00:15,900;15,90;4,134;1,62148;-5,684
00:15,920;15,92;4,134;1,62148;-5,684
00:15,940;15,94;4,134;1,62148;-5,684
00:15,960;15,96;4,134;1,62148;-5,684
00:15,980;15,98;4,134;1,62148;-5,684
